timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1667533569785,244,HTTP Request,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: Host desconocido (app5carlos-appservice.azurewebsites.net),Starter_stress 2-1,text,false,,2547,0,1,2,https://app5carlos-appservice.azurewebsites.net/api/Activities/3,0,0,244
1667533570286,1,HTTP Request,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: app5carlos-appservice.azurewebsites.net,Starter_stress 2-2,text,false,,2188,0,1,1,https://app5carlos-appservice.azurewebsites.net/api/Activities/5,0,0,1
