timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1667533569785,244,GET All Activities,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: app5carlos-appservice.azurewebsites.net,Starter_endurance 1-1,text,false,,2272,0,1,2,https://app5carlos-appservice.azurewebsites.net/api/Activities/,0,0,244
1667533599784,107,GET All Activities,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: Host desconocido (app5carlos-appservice.azurewebsites.net),Starter_endurance 1-2,text,false,,2547,0,1,1,https://app5carlos-appservice.azurewebsites.net/api/Activities/,0,0,106
