timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1666303699127,17213,HTTP Request,200,OK,Starter_stress 2-2,text,true,,352,153,2,3,https://app5carlos-appservice.azurewebsites.net/api/Activities/5,17212,0,399
1666303698715,17625,HTTP Request,200,OK,Starter_stress 2-1,text,true,,352,153,2,3,https://app5carlos-appservice.azurewebsites.net/api/Activities/3,17624,0,797
1666303698715,17625,GET All Activities,200,OK,Starter_endurance 1-1,text,true,,3079,178,1,3,https://app5carlos-appservice.azurewebsites.net/api/Activities/,17624,0,797
1666303728616,340,GET All Activities,200,OK,Starter_endurance 1-2,text,true,,3109,178,1,1,https://app5carlos-appservice.azurewebsites.net/api/Activities/,340,0,256
